timestamp,vessel_name,voyage_phase,latitude,longitude,speed_knots,course_deg,heading_deg,nav_status
2025-01-01T06:43:00Z,OSV_DUMMY_01,Outbound Transit,18.93383,72.85331,9.14,203,198,Underway
2025-01-01T06:44:00Z,OSV_DUMMY_01,Outbound Transit,18.93431,72.85301,10.21,127,132,Underway
2025-01-01T06:45:00Z,OSV_DUMMY_01,Outbound Transit,18.93361,72.85341,10.91,59,58,Underway
2025-01-01T06:46:00Z,OSV_DUMMY_01,Outbound Transit,18.93383,72.85308,9.47,12,13,Underway
2025-01-01T06:47:00Z,OSV_DUMMY_01,Outbound Transit,18.93372,72.85351,10.67,149,147,Underway
2025-01-01T06:48:00Z,OSV_DUMMY_01,Outbound Transit,18.93384,72.85304,9.51,231,230,Underway
2025-01-01T06:49:00Z,OSV_DUMMY_01,Outbound Transit,18.93312,72.85303,10.71,52,50,Underway
2025-01-01T06:50:00Z,OSV_DUMMY_01,Outbound Transit,18.93354,72.85342,9.55,58,59,Underway
2025-01-01T06:51:00Z,OSV_DUMMY_01,Outbound Transit,18.93323,72.85335,8.79,184,180,Underway
2025-01-01T06:52:00Z,OSV_DUMMY_01,Outbound Transit,18.93284,72.85345,10.36,243,238,Underway
2025-01-01T06:53:00Z,OSV_DUMMY_01,Outbound Transit,18.93294,72.85371,10.38,108,113,Underway
2025-01-01T06:54:00Z,OSV_DUMMY_01,Outbound Transit,18.93263,72.85319,8.66,68,70,Underway
2025-01-01T06:55:00Z,OSV_DUMMY_01,Outbound Transit,18.93306,72.85386,9.14,116,116,Underway
2025-01-01T06:56:00Z,OSV_DUMMY_01,Outbound Transit,18.93261,72.85321,9.39,303,302,Underway
2025-01-01T06:57:00Z,OSV_DUMMY_01,Outbound Transit,18.93234,72.85361,9.42,340,341,Underway
2025-01-01T06:58:00Z,OSV_DUMMY_01,Outbound Transit,18.93268,72.8533,10.67,9,12,Underway
2025-01-01T06:59:00Z,OSV_DUMMY_01,Outbound Transit,18.93288,72.85362,9.01,153,154,Underway
2025-01-01T07:00:00Z,OSV_DUMMY_01,Outbound Transit,18.93277,72.85339,10.05,221,217,Underway
2025-01-01T07:01:00Z,OSV_DUMMY_01,Outbound Transit,18.93256,72.85339,9.61,71,69,Underway
2025-01-01T07:02:00Z,OSV_DUMMY_01,Outbound Transit,18.93244,72.85405,8.75,286,286,Underway
2025-01-01T07:03:00Z,OSV_DUMMY_01,Outbound Transit,18.93216,72.85342,9.62,99,95,Underway
2025-01-01T07:04:00Z,OSV_DUMMY_01,Outbound Transit,18.93186,72.85365,8.55,186,185,Underway
2025-01-01T07:05:00Z,OSV_DUMMY_01,Outbound Transit,18.93167,72.85401,9.37,185,187,Underway
2025-01-01T07:06:00Z,OSV_DUMMY_01,Outbound Transit,18.93208,72.85373,10.6,310,305,Underway
2025-01-01T07:07:00Z,OSV_DUMMY_01,Outbound Transit,18.9317,72.85374,9.51,247,248,Underway
2025-01-01T07:08:00Z,OSV_DUMMY_01,Outbound Transit,18.93119,72.85411,9.23,333,329,Underway
2025-01-01T07:09:00Z,OSV_DUMMY_01,Outbound Transit,18.93182,72.8542,9.81,251,250,Underway
2025-01-01T07:10:00Z,OSV_DUMMY_01,Outbound Transit,18.93113,72.85378,9.85,349,349,Underway
2025-01-01T07:11:00Z,OSV_DUMMY_01,Outbound Transit,18.93095,72.85358,10.41,151,156,Underway
2025-01-01T07:12:00Z,OSV_DUMMY_01,Outbound Transit,18.93125,72.85393,9.51,149,154,Underway
2025-01-01T07:13:00Z,OSV_DUMMY_01,Outbound Transit,18.93098,72.85437,10.08,221,218,Underway
2025-01-01T07:14:00Z,OSV_DUMMY_01,Outbound Transit,18.9308,72.85397,8.9,318,315,Underway
2025-01-01T07:15:00Z,OSV_DUMMY_01,Outbound Transit,18.93098,72.85438,9.5,196,198,Underway
2025-01-01T07:16:00Z,OSV_DUMMY_01,Outbound Transit,18.93086,72.85386,10.4,55,59,Underway
2025-01-01T07:17:00Z,OSV_DUMMY_01,Outbound Transit,18.93069,72.85432,8.51,282,280,Underway
2025-01-01T07:18:00Z,OSV_DUMMY_01,Outbound Transit,18.93088,72.8539,10.65,50,50,Underway
2025-01-01T07:19:00Z,OSV_DUMMY_01,Outbound Transit,18.93069,72.8542,9.47,176,173,Underway
2025-01-01T07:20:00Z,OSV_DUMMY_01,Outbound Transit,18.93057,72.85437,9.46,154,149,Underway
2025-01-01T07:21:00Z,OSV_DUMMY_01,Outbound Transit,18.93052,72.85434,9.77,90,87,Underway
2025-01-01T07:22:00Z,OSV_DUMMY_01,Outbound Transit,18.93033,72.85429,10.79,296,299,Underway
2025-01-01T07:23:00Z,OSV_DUMMY_01,Outbound Transit,18.92999,72.85407,10.03,42,44,Underway
2025-01-01T07:24:00Z,OSV_DUMMY_01,Outbound Transit,18.93012,72.8543,8.57,240,240,Underway
2025-01-01T07:25:00Z,OSV_DUMMY_01,Outbound Transit,18.92949,72.85468,10.73,194,195,Underway
2025-01-01T07:26:00Z,OSV_DUMMY_01,Outbound Transit,18.92986,72.85477,9.72,193,192,Underway
2025-01-01T07:27:00Z,OSV_DUMMY_01,Outbound Transit,18.92979,72.85405,10.55,140,143,Underway
2025-01-01T07:28:00Z,OSV_DUMMY_01,Outbound Transit,18.92914,72.8541,10.53,163,163,Underway
2025-01-01T07:29:00Z,OSV_DUMMY_01,Outbound Transit,18.92907,72.85466,8.89,294,296,Underway
2025-01-01T07:30:00Z,OSV_DUMMY_01,Outbound Transit,18.92966,72.85451,9.29,356,353,Underway
2025-01-01T07:31:00Z,OSV_DUMMY_01,Outbound Transit,18.92902,72.85457,10.61,341,345,Underway
2025-01-01T07:32:00Z,OSV_DUMMY_01,Outbound Transit,18.9289,72.8548,9.39,246,249,Underway
2025-01-01T07:33:00Z,OSV_DUMMY_01,Outbound Transit,18.92872,72.85475,10.49,227,229,Underway
2025-01-01T07:34:00Z,OSV_DUMMY_01,Outbound Transit,18.92898,72.85455,10.27,275,279,Underway
2025-01-01T07:35:00Z,OSV_DUMMY_01,Outbound Transit,18.92912,72.85508,9.88,89,89,Underway
2025-01-01T07:36:00Z,OSV_DUMMY_01,Outbound Transit,18.92867,72.85495,9.96,129,129,Underway
2025-01-01T07:37:00Z,OSV_DUMMY_01,Outbound Transit,18.92838,72.85444,9.3,288,285,Underway
2025-01-01T07:38:00Z,OSV_DUMMY_01,Outbound Transit,18.92855,72.85457,8.89,215,215,Underway
2025-01-01T07:39:00Z,OSV_DUMMY_01,Outbound Transit,18.92856,72.85519,10.6,175,178,Underway
2025-01-01T07:40:00Z,OSV_DUMMY_01,Outbound Transit,18.92815,72.85508,8.83,127,130,Underway
2025-01-01T07:41:00Z,OSV_DUMMY_01,Outbound Transit,18.9285,72.85473,10.94,11,10,Underway
2025-01-01T07:42:00Z,OSV_DUMMY_01,Outbound Transit,18.92802,72.85502,10.29,14,13,Underway
2025-01-01T07:43:00Z,OSV_DUMMY_01,Outbound Transit,18.92776,72.85504,10.09,341,340,Underway
2025-01-01T07:44:00Z,OSV_DUMMY_01,Outbound Transit,18.92805,72.85519,9.33,347,350,Underway
2025-01-01T07:45:00Z,OSV_DUMMY_01,Outbound Transit,18.92766,72.85476,8.84,160,155,Underway
2025-01-01T07:46:00Z,OSV_DUMMY_01,Outbound Transit,18.92747,72.85535,10.36,109,109,Underway
2025-01-01T07:47:00Z,OSV_DUMMY_01,Outbound Transit,18.92772,72.85544,9.49,75,74,Underway
2025-01-01T07:48:00Z,OSV_DUMMY_01,Outbound Transit,18.92718,72.85499,9.81,249,248,Underway
2025-01-01T07:49:00Z,OSV_DUMMY_01,Outbound Transit,18.92737,72.85506,10.94,239,234,Underway
2025-01-01T07:50:00Z,OSV_DUMMY_01,Outbound Transit,18.92766,72.85545,10.32,189,194,Underway
2025-01-01T07:51:00Z,OSV_DUMMY_01,Outbound Transit,18.92743,72.85537,10.75,160,161,Underway
2025-01-01T07:52:00Z,OSV_DUMMY_01,Outbound Transit,18.92716,72.85501,9.54,172,173,Underway
2025-01-01T07:53:00Z,OSV_DUMMY_01,Outbound Transit,18.92712,72.85515,9.26,214,216,Underway
2025-01-01T07:54:00Z,OSV_DUMMY_01,Outbound Transit,18.92683,72.85557,10.32,145,140,Underway
2025-01-01T07:55:00Z,OSV_DUMMY_01,Outbound Transit,18.92651,72.85498,10.76,133,135,Underway
2025-01-01T07:56:00Z,OSV_DUMMY_01,Outbound Transit,18.92642,72.85515,9.9,154,159,Underway
2025-01-01T07:57:00Z,OSV_DUMMY_01,Outbound Transit,18.92647,72.85504,10.18,65,70,Underway
2025-01-01T07:58:00Z,OSV_DUMMY_01,Outbound Transit,18.92669,72.85543,9.29,88,87,Underway
2025-01-01T07:59:00Z,OSV_DUMMY_01,Outbound Transit,18.92642,72.85573,9.49,99,101,Underway
2025-01-01T08:00:00Z,OSV_DUMMY_01,Outbound Transit,18.92602,72.85515,10.52,84,89,Underway
2025-01-01T08:01:00Z,OSV_DUMMY_01,Outbound Transit,18.92624,72.85546,9.36,150,151,Underway
2025-01-01T08:02:00Z,OSV_DUMMY_01,Outbound Transit,18.92609,72.85549,10.02,45,43,Underway
2025-01-01T08:03:00Z,OSV_DUMMY_01,Outbound Transit,18.92577,72.85531,9.22,304,307,Underway
2025-01-01T08:04:00Z,OSV_DUMMY_01,Outbound Transit,18.92626,72.85572,9.13,12,16,Underway
2025-01-01T08:05:00Z,OSV_DUMMY_01,Outbound Transit,18.92597,72.85541,10.86,297,292,Underway
2025-01-01T08:06:00Z,OSV_DUMMY_01,Outbound Transit,18.92535,72.85525,9.81,205,205,Underway
2025-01-01T08:07:00Z,OSV_DUMMY_01,Outbound Transit,18.9258,72.85591,8.93,64,62,Underway
2025-01-01T08:08:00Z,OSV_DUMMY_01,Outbound Transit,18.92579,72.85538,10.54,351,353,Underway
2025-01-01T08:09:00Z,OSV_DUMMY_01,Outbound Transit,18.92547,72.85554,10.53,140,145,Underway
2025-01-01T08:10:00Z,OSV_DUMMY_01,Outbound Transit,18.92543,72.85551,10.09,227,231,Underway
2025-01-01T08:11:00Z,OSV_DUMMY_01,Outbound Transit,18.92511,72.85587,9.74,325,330,Underway
2025-01-01T08:12:00Z,OSV_DUMMY_01,Outbound Transit,18.92524,72.85575,10.58,118,118,Underway
2025-01-01T08:13:00Z,OSV_DUMMY_01,Outbound Transit,18.92466,72.85552,9.01,223,228,Underway
2025-01-01T08:14:00Z,OSV_DUMMY_01,Outbound Transit,18.92475,72.85569,8.68,260,263,Underway
2025-01-01T08:15:00Z,OSV_DUMMY_01,Outbound Transit,18.92437,72.85582,8.56,309,306,Underway
2025-01-01T08:16:00Z,OSV_DUMMY_01,Outbound Transit,18.92478,72.85568,8.8,232,230,Underway
2025-01-01T08:17:00Z,OSV_DUMMY_01,Outbound Transit,18.92445,72.85627,9.92,65,70,Underway
2025-01-01T08:18:00Z,OSV_DUMMY_01,Outbound Transit,18.92425,72.85632,10.59,29,26,Underway
2025-01-01T08:19:00Z,OSV_DUMMY_01,Outbound Transit,18.92456,72.85565,9.34,204,200,Underway
2025-01-01T08:20:00Z,OSV_DUMMY_01,Outbound Transit,18.92417,72.8561,8.76,75,77,Underway
2025-01-01T08:21:00Z,OSV_DUMMY_01,Outbound Transit,18.92376,72.85623,9.29,241,246,Underway
2025-01-01T08:22:00Z,OSV_DUMMY_01,Outbound Transit,18.9241,72.85607,10.42,331,336,Underway
2025-01-01T08:23:00Z,OSV_DUMMY_01,Outbound Transit,18.92415,72.85644,8.56,178,178,Underway
2025-01-01T08:24:00Z,OSV_DUMMY_01,Outbound Transit,18.92384,72.85586,9.04,324,326,Underway
2025-01-01T08:25:00Z,OSV_DUMMY_01,Outbound Transit,18.92371,72.85614,9.47,66,64,Underway
2025-01-01T08:26:00Z,OSV_DUMMY_01,Outbound Transit,18.92369,72.85646,9.24,233,235,Underway
2025-01-01T08:27:00Z,OSV_DUMMY_01,Outbound Transit,18.92356,72.85598,9.25,238,242,Underway
2025-01-01T08:28:00Z,OSV_DUMMY_01,Outbound Transit,18.9233,72.85609,10.37,345,347,Underway
2025-01-01T08:29:00Z,OSV_DUMMY_01,Outbound Transit,18.92342,72.85621,9.42,7,12,Underway
2025-01-01T08:30:00Z,OSV_DUMMY_01,Outbound Transit,18.92284,72.85619,8.66,289,293,Underway
2025-01-01T08:31:00Z,OSV_DUMMY_01,Outbound Transit,18.92329,72.85651,9.81,308,312,Underway
2025-01-01T08:32:00Z,OSV_DUMMY_01,Outbound Transit,18.92272,72.85604,10.57,323,323,Underway
2025-01-01T08:33:00Z,OSV_DUMMY_01,Outbound Transit,18.92296,72.85631,9.91,209,211,Underway
2025-01-01T08:34:00Z,OSV_DUMMY_01,Outbound Transit,18.92265,72.85674,9.62,198,199,Underway
2025-01-01T08:35:00Z,OSV_DUMMY_01,Outbound Transit,18.92243,72.85687,8.67,301,296,Underway
2025-01-01T08:36:00Z,OSV_DUMMY_01,Outbound Transit,18.92244,72.85629,10.79,340,335,Underway
2025-01-01T08:37:00Z,OSV_DUMMY_01,Outbound Transit,18.92288,72.85642,9.34,230,234,Underway
2025-01-01T08:38:00Z,OSV_DUMMY_01,Outbound Transit,18.92253,72.85657,10.19,350,353,Underway
2025-01-01T08:39:00Z,OSV_DUMMY_01,Outbound Transit,18.92205,72.85699,10.22,206,211,Underway
2025-01-01T08:40:00Z,OSV_DUMMY_01,Outbound Transit,18.92227,72.8567,9.99,296,292,Underway
2025-01-01T08:41:00Z,OSV_DUMMY_01,Outbound Transit,18.92172,72.85682,9.78,90,86,Underway
2025-01-01T08:42:00Z,OSV_DUMMY_01,Outbound Transit,18.92166,72.85689,9.19,19,17,Underway
2025-01-01T08:43:00Z,OSV_DUMMY_01,Outbound Transit,18.92162,72.85675,9.22,56,60,Underway
2025-01-01T08:44:00Z,OSV_DUMMY_01,Outbound Transit,18.92194,72.85699,10.1,239,242,Underway
2025-01-01T08:45:00Z,OSV_DUMMY_01,Outbound Transit,18.92144,72.85719,10.24,341,336,Underway
2025-01-01T08:46:00Z,OSV_DUMMY_01,Outbound Transit,18.92147,72.85706,9.76,103,105,Underway
2025-01-01T08:47:00Z,OSV_DUMMY_01,Outbound Transit,18.9218,72.85717,10.59,55,60,Underway
2025-01-01T08:48:00Z,OSV_DUMMY_01,Outbound Transit,18.92143,72.85654,9.88,339,338,Underway
2025-01-01T08:49:00Z,OSV_DUMMY_01,Outbound Transit,18.92154,72.85721,8.54,250,249,Underway
2025-01-01T08:50:00Z,OSV_DUMMY_01,Outbound Transit,18.92099,72.85719,10.05,235,231,Underway
2025-01-01T08:51:00Z,OSV_DUMMY_01,Outbound Transit,18.92124,72.85734,9.46,113,114,Underway
2025-01-01T08:52:00Z,OSV_DUMMY_01,Outbound Transit,18.92073,72.85667,10.54,217,213,Underway
2025-01-01T08:53:00Z,OSV_DUMMY_01,Outbound Transit,18.92067,72.85685,9.65,161,156,Underway
2025-01-01T08:54:00Z,OSV_DUMMY_01,Outbound Transit,18.92044,72.85734,10.8,120,120,Underway
2025-01-01T08:55:00Z,OSV_DUMMY_01,Outbound Transit,18.92061,72.8574,10.03,176,180,Underway
2025-01-01T08:56:00Z,OSV_DUMMY_01,Outbound Transit,18.92032,72.85679,10.74,79,84,Underway
2025-01-01T08:57:00Z,OSV_DUMMY_01,Outbound Transit,18.92046,72.8569,9.31,48,44,Underway
2025-01-01T08:58:00Z,OSV_DUMMY_01,Outbound Transit,18.92071,72.85756,8.83,79,80,Underway
2025-01-01T08:59:00Z,OSV_DUMMY_01,Outbound Transit,18.92056,72.85706,10.56,250,247,Underway
2025-01-01T09:00:00Z,OSV_DUMMY_01,Outbound Transit,18.92018,72.85756,8.51,328,331,Underway
2025-01-01T09:01:00Z,OSV_DUMMY_01,Outbound Transit,18.91992,72.85722,9.07,116,118,Underway
2025-01-01T09:02:00Z,OSV_DUMMY_01,Outbound Transit,18.91957,72.85754,10.93,348,349,Underway
2025-01-01T09:03:00Z,OSV_DUMMY_01,Outbound Transit,18.91966,72.8572,10.71,358,3,Underway
2025-01-01T09:04:00Z,OSV_DUMMY_01,Outbound Transit,18.92006,72.85708,10.1,335,335,Underway
2025-01-01T09:05:00Z,OSV_DUMMY_01,Outbound Transit,18.91986,72.85766,8.68,260,263,Underway
2025-01-01T09:06:00Z,OSV_DUMMY_01,Outbound Transit,18.91983,72.85713,10.25,218,223,Underway
2025-01-01T09:07:00Z,OSV_DUMMY_01,Outbound Transit,18.91951,72.8578,10.17,96,99,Underway
2025-01-01T09:08:00Z,OSV_DUMMY_01,Outbound Transit,18.91905,72.85726,8.67,265,270,Underway
2025-01-01T09:09:00Z,OSV_DUMMY_01,Outbound Transit,18.91902,72.85786,10.72,79,76,Underway
2025-01-01T09:10:00Z,OSV_DUMMY_01,Outbound Transit,18.9192,72.85724,8.99,199,197,Underway
2025-01-01T09:11:00Z,OSV_DUMMY_01,Outbound Transit,18.91934,72.85781,8.73,218,216,Underway
2025-01-01T09:12:00Z,OSV_DUMMY_01,Outbound Transit,18.91901,72.85755,9.58,96,98,Underway
2025-01-01T09:13:00Z,OSV_DUMMY_01,Outbound Transit,18.91905,72.85768,9.75,281,277,Underway
2025-01-01T09:14:00Z,OSV_DUMMY_01,Outbound Transit,18.91877,72.85788,10.18,85,90,Underway
2025-01-01T09:15:00Z,OSV_DUMMY_01,Outbound Transit,18.91875,72.8576,9.1,87,90,Underway
2025-01-01T09:16:00Z,OSV_DUMMY_01,Outbound Transit,18.91824,72.85786,10.16,87,87,Underway
2025-01-01T09:17:00Z,OSV_DUMMY_01,Outbound Transit,18.91873,72.85802,9.41,341,341,Underway
2025-01-01T09:18:00Z,OSV_DUMMY_01,Outbound Transit,18.91816,72.85761,10.18,216,220,Underway
2025-01-01T09:19:00Z,OSV_DUMMY_01,Outbound Transit,18.91802,72.85749,8.63,193,188,Underway
2025-01-01T09:20:00Z,OSV_DUMMY_01,Outbound Transit,18.91816,72.85828,8.75,356,1,Underway
2025-01-01T09:21:00Z,OSV_DUMMY_01,Outbound Transit,18.91813,72.85819,9.98,356,351,Underway
2025-01-01T09:22:00Z,OSV_DUMMY_01,Outbound Transit,18.91783,72.85815,8.9,177,180,Underway
2025-01-01T09:23:00Z,OSV_DUMMY_01,Outbound Transit,18.91803,72.85839,8.9,231,233,Underway
2025-01-01T09:24:00Z,OSV_DUMMY_01,Outbound Transit,18.91805,72.85814,10.94,99,104,Underway
2025-01-01T09:25:00Z,OSV_DUMMY_01,Outbound Transit,18.9178,72.85769,10.83,15,13,Underway
2025-01-01T09:26:00Z,OSV_DUMMY_01,Outbound Transit,18.91737,72.85835,8.74,57,57,Underway
2025-01-01T09:27:00Z,OSV_DUMMY_01,Outbound Transit,18.91739,72.85829,10.32,126,125,Underway
2025-01-01T09:28:00Z,OSV_DUMMY_01,Outbound Transit,18.91766,72.85775,10.91,293,293,Underway
2025-01-01T09:29:00Z,OSV_DUMMY_01,Outbound Transit,18.91753,72.85812,9.17,90,88,Underway
2025-01-01T09:30:00Z,OSV_DUMMY_01,Outbound Transit,18.91739,72.85785,10.2,358,356,Underway
2025-01-01T09:31:00Z,OSV_DUMMY_01,Outbound Transit,18.91732,72.85815,9.84,125,122,Underway
2025-01-01T09:32:00Z,OSV_DUMMY_01,Outbound Transit,18.91727,72.8582,10.38,267,266,Underway
2025-01-01T09:33:00Z,OSV_DUMMY_01,Outbound Transit,18.91645,72.85868,9.07,276,278,Underway
2025-01-01T09:34:00Z,OSV_DUMMY_01,Outbound Transit,18.91704,72.85822,8.97,173,176,Underway
2025-01-01T09:35:00Z,OSV_DUMMY_01,Outbound Transit,18.91652,72.85798,9.63,38,39,Underway
2025-01-01T09:36:00Z,OSV_DUMMY_01,Outbound Transit,18.91661,72.85807,9.79,56,51,Underway
2025-01-01T09:37:00Z,OSV_DUMMY_01,Outbound Transit,18.91634,72.85874,8.65,320,317,Underway
2025-01-01T09:38:00Z,OSV_DUMMY_01,Outbound Transit,18.91633,72.85831,10.74,189,184,Underway
2025-01-01T09:39:00Z,OSV_DUMMY_01,Outbound Transit,18.91608,72.85832,9.4,45,48,Underway
2025-01-01T09:40:00Z,OSV_DUMMY_01,Outbound Transit,18.9163,72.85856,10.04,205,207,Underway
2025-01-01T09:41:00Z,OSV_DUMMY_01,Outbound Transit,18.91635,72.8587,10.13,172,168,Underway
2025-01-01T09:42:00Z,OSV_DUMMY_01,Outbound Transit,18.91619,72.85835,9.42,182,186,Underway
2025-01-01T09:43:00Z,OSV_DUMMY_01,Outbound Transit,18.91568,72.85878,9.75,281,284,Underway
2025-01-01T09:44:00Z,OSV_DUMMY_01,Outbound Transit,18.91588,72.85873,9.31,16,19,Underway
2025-01-01T09:45:00Z,OSV_DUMMY_01,Outbound Transit,18.91563,72.85869,9.72,304,303,Underway
2025-01-01T09:46:00Z,OSV_DUMMY_01,Outbound Transit,18.91518,72.85889,8.82,334,339,Underway
2025-01-01T09:47:00Z,OSV_DUMMY_01,Outbound Transit,18.91561,72.85848,8.51,83,79,Underway
2025-01-01T09:48:00Z,OSV_DUMMY_01,Outbound Transit,18.91526,72.8584,9.59,347,348,Underway
2025-01-01T09:49:00Z,OSV_DUMMY_01,Outbound Transit,18.9154,72.85872,9.56,352,352,Underway
2025-01-01T09:50:00Z,OSV_DUMMY_01,Outbound Transit,18.91472,72.85908,9.72,152,147,Underway
2025-01-01T09:51:00Z,OSV_DUMMY_01,Outbound Transit,18.91501,72.8586,10.63,258,256,Underway
2025-01-01T09:52:00Z,OSV_DUMMY_01,Outbound Transit,18.91481,72.85876,9.43,88,85,Underway
2025-01-01T09:53:00Z,OSV_DUMMY_01,Outbound Transit,18.9146,72.85909,10.85,54,56,Underway
2025-01-01T09:54:00Z,OSV_DUMMY_01,Outbound Transit,18.91439,72.85857,10.45,23,20,Underway
2025-01-01T09:55:00Z,OSV_DUMMY_01,Outbound Transit,18.91481,72.85931,10.43,343,342,Underway
2025-01-01T09:56:00Z,OSV_DUMMY_01,Outbound Transit,18.91457,72.85895,10.45,158,160,Underway
2025-01-01T09:57:00Z,OSV_DUMMY_01,Outbound Transit,18.91475,72.85873,9.27,165,164,Underway
2025-01-01T09:58:00Z,OSV_DUMMY_01,Outbound Transit,18.91396,72.8591,10.07,102,102,Underway
2025-01-01T09:59:00Z,OSV_DUMMY_01,Outbound Transit,18.91416,72.85906,8.61,303,301,Underway
2025-01-01T10:00:00Z,OSV_DUMMY_01,Outbound Transit,18.91402,72.85907,8.58,74,76,Underway
2025-01-01T10:01:00Z,OSV_DUMMY_01,Outbound Transit,18.91439,72.85891,10.31,113,109,Underway
2025-01-01T10:02:00Z,OSV_DUMMY_01,Outbound Transit,18.91407,72.85876,8.98,318,319,Underway
